omega,j,k,W,F_real,F_imag,reference_Omega,reference_d
29.74245714814283,4,4,0.0008,-0.2288985575003322,-0.20589867976888085,31.41592653589793,1.0
29.824089801204053,0,0,0.0008,-0.2269061193070639,-0.2519288116738331,31.41592653589793,1.0
29.824089801204053,0,1,0.0008,0.31837878341158565,0.33904327663730355,31.41592653589793,1.0
29.824089801204053,0,2,0.0008,-0.1071892267232955,0.00850521908603142,31.41592653589793,1.0
29.824089801204053,0,3,0.0008,-0.21265626278139235,-0.3583626782534496,31.41592653589793,1.0
29.824089801204053,0,4,0.0008,0.24859985175121463,0.2173300404134784,31.41592653589793,1.0
29.824089801204053,1,0,0.0008,0.31837878341158543,0.33904327663730344,31.41592653589793,1.0
29.824089801204053,1,1,0.0008,-0.4076512503938732,-0.5264786313229768,31.41592653589793,1.0
29.824089801204053,1,2,0.0008,0.2179940135578301,0.0024204390423555877,31.41592653589793,1.0
29.824089801204053,1,3,0.0008,0.09201480838632842,0.5145668069638786,31.41592653589793,1.0
29.824089801204053,1,4,0.0008,-0.21265626278139257,-0.35836267825344936,31.41592653589793,1.0
29.824089801204053,2,0,0.0008,-0.10718922672329523,0.008505219086031676,31.41592653589793,1.0
29.824089801204053,2,1,0.0008,0.21799401355782977,0.0024204390423552685,31.41592653589793,1.0
29.824089801204053,2,2,0.0008,-0.25639235940361743,-0.014667847366682571,31.41592653589793,1.0
29.824089801204053,2,3,0.0008,0.21799401355782966,0.0024204390423564204,31.41592653589793,1.0
29.824089801204053,2,4,0.0008,-0.10718922672329514,0.008505219086030774,31.41592653589793,1.0
29.824089801204053,3,0,0.0008,-0.21265626278139244,-0.35836267825344975,31.41592653589793,1.0
29.824089801204053,3,1,0.0008,0.09201480838632865,0.5145668069638788,31.41592653589793,1.0
29.824089801204053,3,2,0.0008,0.21799401355782938,0.0024204390423563336,31.41592653589793,1.0
29.824089801204053,3,3,0.0008,-0.4076512503938725,-0.5264786313229783,31.41592653589793,1.0
29.824089801204053,3,4,0.0008,0.31837878341158543,0.33904327663730444,31.41592653589793,1.0
29.824089801204053,4,0,0.0008,0.24859985175121452,0.21733004041347845,31.41592653589793,1.0
29.824089801204053,4,1,0.0008,-0.2126562627813925,-0.35836267825344936,31.41592653589793,1.0
29.824089801204053,4,2,0.0008,-0.10718922672329512,0.008505219086030712,31.41592653589793,1.0
29.824089801204053,4,3,0.0008,0.3183787834115854,0.33904327663730444,31.41592653589793,1.0
29.824089801204053,4,4,0.0008,-0.22690611930706395,-0.2519288116738336,31.41592653589793,1.0
29.905722454265277,0,0,0.0008,-0.21076996535948112,-0.30302568450155953,31.41592653589793,1.0
29.905722454265277,0,1,0.0008,0.28648530175496295,0.40094100157571627,31.41592653589793,1.0
29.905722454265277,0,2,0.0008,-0.11128906572384278,0.0085921591825125,31.41592653589793,1.0
29.905722454265277,0,3,0.0008,-0.1739199720020781,-0.42060821336316206,31.41592653589793,1.0
29.905722454265277,0,4,0.0008,0.2293646615239304,0.2692152634278866,31.41592653589793,1.0
29.905722454265277,1,0,0.0008,0.28648530175496284,0.40094100157571616,31.41592653589793,1.0
29.905722454265277,1,1,0.0008,-0.35605546522557324,-0.5981589780290196,31.41592653589793,1.0
29.905722454265277,1,2,0.0008,0.22966111289546368,0.0027981231916815313,31.41592653589793,1.0
29.905722454265277,1,3,0.0008,0.022678385170928295,0.5857339854188814,31.41592653589793,1.0
29.905722454265277,1,4,0.0008,-0.1739199720020781,-0.42060821336316245,31.41592653589793,1.0
29.905722454265277,2,0,0.0008,-0.11128906572384245,0.008592159182512493,31.41592653589793,1.0
29.905722454265277,2,1,0.0008,0.2296611128954631,0.002798123191681559,31.41592653589793,1.0
29.905722454265277,2,2,0.0008,-0.2723376721877525,-0.015304953405040927,31.41592653589793,1.0
29.905722454265277,2,3,0.0008,0.22966111289546395,0.0027981231916807264,31.41592653589793,1.0
